50007;XY-ZWJ;2013-10-29;SKG;2013-10-29;Delay;0;1
50067;XY-YTM;2010-12-25;EXT;2010-12-25;Delay;0;1
50102;XY-NMY;2013-05-30;TKU;2013-05-30;Delay;0;1
51017;XY-OHF;2015-05-02;BDS;2015-05-02;Delay;0;1
51020;XY-OHF;2014-02-21;KTW;2014-02-21;Delay;0;1
51045;XY-NHZ;2015-02-04;BRN;2015-02-04;Delay;0;1
50205;XY-MBJ;2012-02-09;RHO;2012-02-09;Delay;0;1
52016;XY-YTM;2016-02-04;TXL;2016-02-04;Delay;0;1
50303;XY-NMY;2014-11-01;MMX;2014-11-01;Delay;0;1
50304;XY-FBA;2014-12-25;FMM;2014-12-25;Delay;0;1
53031;XY-LQZ;2015-03-20;MMX;2015-03-20;Delay;0;1
295037;XY-IOO;2013-06-18;LED;2013-06-18;Delay;0;1
50507;XY-FBA;2011-02-22;CFU;2011-02-22;Delay;0;1
50508;XY-IWX;2014-06-18;IBZ;2014-06-18;Delay;0;1
50510;XY-ZMF;2014-02-13;KSC;2014-02-13;Delay;0;1
55021;XY-MBJ;2014-06-22;XRY;2014-06-22;Delay;0;1
55024;XY-NMY;2013-05-13;OLB;2013-05-13;Delay;0;1
56034;XY-NMY;2012-11-15;LCY;2012-11-15;Delay;0;1
57045;XY-NMY;2016-09-27;CGN;2016-09-27;Delay;0;1
57048;XY-LYP;2012-06-13;NOC;2012-06-13;Delay;0;1
58027;XY-NHZ;2013-04-30;LWO;2013-04-30;Delay;0;1
59023;XY-IOO;2010-03-24;BLQ;2010-03-24;Delay;0;1
59014;XY-JXR;2015-06-17;OST;2015-06-17;Delay;0;1
132906;XY-LQZ;2014-09-09;OTP;2014-09-09;Delay;0;1
62022;XY-ALV;2014-04-20;DUB;2014-04-20;Delay;0;1
62026;XY-OHF;2012-02-25;WMI;2012-02-25;Delay;0;1
62030;XY-IOO;2014-01-19;LIS;2014-01-19;Delay;0;1
63023;XY-OHF;2011-07-24;GOT;2011-07-24;Delay;0;1
64016;XY-IOO;2014-09-01;ACE;2014-09-01;Delay;0;1
64021;XY-OZH;2011-01-21;DBV;2011-01-21;Delay;0;1
64038;XY-PZC;2012-11-11;AJA;2012-11-11;Delay;0;1
64048;XY-OFW;2014-06-18;AES;2014-06-18;Delay;0;1
51503;XY-IOO;2016-11-08;KRS;2016-11-08;Delay;0;1
51603;XY-OZH;2012-07-10;FAE;2012-07-10;Delay;0;1
66012;XY-CMJ;2015-04-16;BVA;2015-04-16;Delay;0;1
66028;XY-CMJ;2015-11-28;LTN;2015-11-29;Delay;0;1
67028;XY-NHZ;2013-05-21;LED;2013-05-21;Delay;0;1
51703;XY-OHF;2015-10-19;KSC;2015-10-19;Delay;0;1
50011;XY-YTM;2012-06-16;CRL;2012-06-18;Safety;0;1
50016;XY-YAZ;2014-12-30;ODS;2015-03-28;Safety;0;1
50029;XY-LQZ;2012-12-12;MMX;2013-02-28;Safety;0;1
50035;XY-LQZ;2010-12-06;TRF;2011-02-26;Safety;0;1
232023;XY-LQZ;2013-01-01;CIA;2013-01-01;Delay;0;1
233014;XY-LYP;2014-03-08;BOO;2014-03-08;Delay;0;1
233021;XY-MBJ;2014-02-24;BRI;2014-02-24;Delay;0;1
58004;XY-OFW;2015-01-22;FDH;2015-01-22;Delay;0;1
58009;XY-ZWJ;2010-01-17;TZL;2010-01-17;Delay;0;1
67036;XY-NMY;2011-01-02;AGP;2011-01-02;Delay;0;1
67048;XY-OHF;2012-11-06;BRU;2012-11-06;Delay;0;1
51802;XY-NHZ;2011-12-06;SVG;2011-12-06;Delay;0;1
254038;XY-ZDY;2016-03-06;ADA;2016-03-06;Delay;0;1
70707;XY-YTM;2012-05-16;KRS;2012-05-16;Delay;0;1
258016;XY-YTM;2014-05-17;TRF;2014-05-17;Delay;0;1
71310;XY-YTM;2016-04-22;TFS;2016-04-22;Delay;0;1
266030;XY-IOO;2011-10-27;ZAG;2011-10-27;Delay;0;1
72009;XY-FBA;2011-04-14;GOA;2011-04-14;Delay;0;1
270012;XY-ALV;2010-11-06;TOS;2010-11-06;Delay;0;1
271036;XY-YAZ;2016-06-28;TRN;2016-06-28;Delay;0;1
271041;XY-ALV;2015-08-27;BLL;2015-08-27;Delay;0;1
272012;XY-OHF;2011-08-13;TRD;2011-08-13;Delay;0;1
274026;XY-ZWJ;2016-05-13;VRN;2016-05-13;Delay;0;1
50110;XY-OFW;2014-05-10;FAO;2014-06-17;Safety;0;1
58103;XY-LYP;2011-12-14;KSC;2011-12-14;Delay;0;1
307046;XY-ZDY;2012-05-05;MXP;2012-05-05;Delay;0;1
131053;XY-IWX;2011-07-31;HER;2011-07-31;Delay;0;1
133016;XY-NHZ;2016-11-19;EDI;2016-11-19;Delay;0;1
329016;XY-ZDY;2013-02-28;MUC;2013-02-28;Delay;0;1
329024;XY-ZWJ;2011-11-08;PDL;2011-11-08;Delay;0;1
135012;XY-ZWJ;2014-06-13;SVO;2014-06-13;Delay;0;1
362021;XY-LYP;2013-06-29;RNS;2013-06-29;Delay;0;1
364018;XY-NMY;2013-01-19;OPO;2013-01-19;Delay;0;1
364022;XY-ZMF;2013-11-12;LIL;2013-11-12;Delay;0;1
50405;XY-NMY;2014-04-26;LNZ;2014-06-11;Safety;0;1
366033;XY-IOO;2016-08-02;LTN;2016-08-02;Delay;0;1
371034;XY-MBJ;2011-01-02;EVN;2011-01-02;Delay;0;1
137025;XY-OHF;2015-08-30;AHO;2015-08-30;Delay;0;1
137027;XY-OFW;2014-09-30;CWL;2014-09-30;Delay;0;1
70028;XY-YTM;2014-03-15;BIA;2014-03-15;Delay;0;1
77015;XY-ZWJ;2011-03-19;ARN;2011-03-19;Delay;0;1
782063;XY-OZH;2012-10-01;OPO;2012-10-01;Delay;0;1
782067;XY-OFW;2010-07-22;DUB;2010-07-22;Delay;0;1
123402;XY-CMJ;2010-10-20;BFS;2010-10-20;Delay;0;1
58803;XY-ZDY;2011-09-28;HHN;2011-09-28;Delay;0;1
138028;XY-CMJ;2016-08-26;TIA;2016-08-26;Delay;0;1
811071;XY-NMY;2015-10-04;CHQ;2015-10-04;Delay;0;1
139029;XY-ZDY;2011-02-19;GRO;2011-02-19;Delay;0;1
71033;XY-OFW;2012-02-03;FSC;2012-02-03;Delay;0;1
1080012;XY-NHZ;2014-01-22;VIE;2014-01-22;Delay;0;1
56024;XY-IOO;2010-03-23;BRQ;2010-05-31;Safety;0;1
126410;XY-PZC;2010-12-25;ODS;2010-12-25;Delay;0;1
128809;XY-OZH;2016-03-24;BCN;2016-03-24;Delay;0;1
840011;XY-MBJ;2015-07-25;NAP;2015-07-25;Delay;0;1
843011;XY-YAZ;2016-02-29;FNC;2016-02-29;Delay;0;1
844017;XY-IWX;2012-05-14;SPC;2012-05-14;Delay;0;1
129602;XY-IOO;2016-07-22;BIO;2016-07-22;Delay;0;1
129604;XY-LQZ;2013-04-02;OLB;2013-04-02;Delay;0;1
857012;XY-ZDY;2011-04-03;EGC;2011-04-03;Delay;0;1
857014;XY-YAZ;2011-02-23;PSA;2011-02-23;Delay;0;1
72025;XY-IWX;2014-06-14;NTE;2014-06-14;Delay;0;1
72029;XY-NHZ;2015-11-07;LED;2015-11-07;Delay;0;1
859012;XY-ZMF;2016-09-24;LPA;2016-09-24;Delay;0;1
860044;XY-FBA;2016-09-01;SKP;2016-09-01;Delay;0;1
864019;XY-ZDY;2011-09-09;ORK;2011-09-09;Delay;0;1
866012;XY-MBJ;2010-09-04;BRN;2010-09-04;Delay;0;1
866015;XY-LYP;2014-07-16;EIN;2014-07-16;Delay;0;1
866071;XY-YTM;2014-04-24;VST;2014-04-24;Delay;0;1
131705;XY-JXR;2016-02-10;TLS;2016-02-10;Delay;0;1
59303;XY-MBJ;2016-04-15;OTP;2016-04-15;Delay;0;1
143020;XY-MBJ;2014-01-21;GOA;2014-01-21;Delay;0;1
73027;XY-LYP;2012-02-12;IAS;2012-02-12;Delay;0;1
73042;XY-NMY;2016-10-18;BCN;2016-10-18;Delay;0;1
876065;XY-ZMF;2014-12-18;ZTH;2014-12-18;Delay;0;1
876070;XY-IWX;2011-08-04;MMX;2011-08-04;Delay;0;1
876071;XY-IOO;2015-06-04;SOU;2015-06-04;Delay;0;1
879019;XY-NMY;2015-01-11;SOF;2015-01-11;Delay;0;1
879063;XY-MBJ;2014-07-14;HUY;2014-07-14;Delay;0;1
59408;XY-YTM;2013-12-31;LUG;2013-12-31;Delay;0;1
59026;XY-IWX;2015-08-26;ZAD;2015-09-08;Safety;0;1
59029;XY-ZWJ;2013-12-30;LEI;2013-12-31;Safety;0;1
59035;XY-IWX;2015-07-05;VRN;2015-07-28;Safety;0;1
74015;XY-YTM;2011-03-02;HAM;2011-03-02;Delay;0;1
159307;XY-YAZ;2013-10-19;BEG;2013-10-19;Delay;0;1
135506;XY-JXR;2015-09-18;MLA;2015-09-18;Delay;0;1
905012;XY-NHZ;2011-05-25;BOD;2011-05-25;Delay;0;1
905064;XY-ZMF;2011-10-27;ORY;2011-10-27;Delay;0;1
135608;XY-NHZ;2016-11-09;TRN;2016-11-09;Delay;0;1
906014;XY-OFW;2016-04-15;MAN;2016-04-15;Delay;0;1
910013;XY-NHZ;2011-06-28;GOT;2011-06-28;Delay;0;1
910015;XY-LYP;2014-05-15;HUY;2014-05-15;Delay;0;1
136206;XY-OZH;2014-08-18;SZG;2014-08-18;Delay;0;1
59709;XY-LQZ;2016-09-14;SEN;2016-09-14;Delay;0;1
147015;XY-OFW;2012-07-24;RMU;2012-07-24;Delay;0;1
59705;XY-OZH;2011-12-06;NYO;2012-01-19;Safety;0;1
922060;XY-NHZ;2016-09-18;BTS;2016-09-18;Delay;0;1
922064;XY-ZMF;2015-02-13;IEV;2015-02-13;Delay;0;1
75022;XY-FBA;2013-05-02;CAG;2013-05-02;Delay;0;1
161505;XY-FBA;2014-04-23;CLJ;2014-04-23;Delay;0;1
161507;XY-NHZ;2012-11-05;DEB;2012-11-05;Delay;0;1
923015;XY-ALV;2010-10-02;HAM;2010-10-02;Delay;0;1
924019;XY-OFW;2012-09-29;SUF;2012-09-29;Delay;0;1
138906;XY-ZWJ;2014-10-29;REU;2014-10-29;Delay;0;1
139010;XY-ZWJ;2015-07-20;PIK;2015-07-20;Delay;0;1
940012;XY-YTM;2014-10-18;BLQ;2014-10-18;Delay;0;1
139805;XY-LYP;2012-12-29;BLL;2012-12-29;Delay;0;1
139808;XY-YAZ;2010-01-29;STN;2010-01-29;Delay;0;1
950062;XY-YTM;2015-02-25;TFN;2015-02-25;Delay;0;1
951017;XY-JXR;2012-05-26;WMI;2012-05-26;Delay;0;1
63018;XY-CMJ;2012-03-31;BHD;2012-04-12;Safety;0;1
60108;XY-LQZ;2014-11-21;FMM;2014-11-21;Delay;0;1
60110;XY-OZH;2016-09-09;EIN;2016-09-09;Delay;0;1
964062;XY-ZWJ;2011-12-31;SJJ;2011-12-31;Delay;0;1
151044;XY-ZMF;2014-09-13;LWO;2014-09-13;Delay;0;1
142606;XY-ZWJ;2011-09-30;VIE;2011-09-30;Delay;0;1
52704;XY-LYP;2013-12-07;RIX;2013-12-07;Delay;0;1
52705;XY-JXR;2016-08-10;MUC;2016-08-10;Delay;0;1
77012;XY-FBA;2011-02-20;GRQ;2011-02-20;Delay;0;1
1194018;XY-IWX;2010-03-08;LIS;2010-03-08;Delay;0;1
1199068;XY-PZC;2015-08-28;TZX;2015-08-28;Delay;0;1
